modelo,titulo,año,ubicacion,km_num,precio_usd
Toyota Etios,Toyota Etios 1.5 Sedan X,2019,Tigre - Bs.As. G.B.A. Norte,153000.0,12183.098591549297
Toyota Etios,Toyota Etios 1.5 Sedan Xls My19,2023,Capital Federal - Capital Federal,50000.0,16126.760563380281
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2022,Capital Federal - Capital Federal,60000.0,15845.070422535211
Toyota Etios,Toyota Etios 1.5 Xls,2015,Vicente López - Bs.As. G.B.A. Norte,142000.0,11800.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2021,Capital Federal - Capital Federal,47147.0,15352.112676056338
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2020,Capital Federal - Capital Federal,97000.0,12800.0
Toyota Etios,Toyota Etios 1.5 Xls,2015,Capital Federal - Capital Federal,134000.0,11619.718309859154
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2021,Capital Federal - Capital Federal,99300.0,13380.281690140846
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Capital Federal - Capital Federal,97000.0,14014.084507042253
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2016,La Matanza - Bs.As. G.B.A. Oeste,97000.0,11619.718309859154
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2019,Ituzaingó - Bs.As. G.B.A. Oeste,101142.0,13838.028169014084
Toyota Etios,Toyota Etios 1.5 Xls,2013,Vicente López - Bs.As. G.B.A. Norte,96890.0,9788.732394366198
Toyota Etios,Toyota Etios 1.5 Xs,2016,Capital Federal - Capital Federal,83700.0,11197.18309859155
Toyota Etios,Toyota Etios 1.5 Xls At,2021,Capital Federal - Capital Federal,26000.0,19014.084507042255
Toyota Etios,Toyota Etios 1.5 Sedan X,2022,Capital Federal - Capital Federal,66800.0,13943.661971830987
Toyota Etios,Toyota Etios 1.5 Xls,2015,Capital Federal - Capital Federal,114000.0,11267.605633802817
Toyota Etios,Toyota Etios 1.5 Xls,2015,Capital Federal - Capital Federal,99000.0,10859.154929577464
Toyota Etios,Toyota Etios 1.5 Xls At,2021,San Isidro - Bs.As. G.B.A. Norte,32000.0,17957.74647887324
Toyota Etios,Toyota Etios Xls Pack 1.5 6m/t,2022,San Isidro - Bs.As. G.B.A. Norte,70000.0,14436.61971830986
Toyota Etios,Toyota Etios 1.5 Platinum At,2017,Castelar - Bs.As. G.B.A. Oeste,92000.0,14083.802816901409
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2018,Capital Federal - Capital Federal,72000.0,13500.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls L18,2018,Capital Federal - Capital Federal,161884.0,11964.788732394367
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2023,Capital Federal - Capital Federal,65000.0,16894.295774647886
Toyota Etios,Toyota Etios 1.5 Xls,2015,Lomas De Zamora - Bs.As. G.B.A. Sur,40000.0,11800.0
Toyota Etios,Toyota Etios 1.5 Xls,2020,La Matanza - Bs.As. G.B.A. Oeste,60000.0,14436.61971830986
Toyota Etios,Toyota Etios 1.5 Xs,2017,Tigre - Bs.As. G.B.A. Norte,128500.0,11260.56338028169
Toyota Etios,Toyota Etios 1.5 Sedan X,2021,Hurlingham - Bs.As. G.B.A. Oeste,200000.0,11267.605633802817
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Lomas De Zamora - Bs.As. G.B.A. Sur,73000.0,15985.915492957747
Toyota Etios,Toyota Etios 1.5 Sedan X,2022,Capital Federal - Capital Federal,38000.0,14647.887323943662
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2021,Escobar - Bs.As. G.B.A. Norte,130000.0,12500.0
Toyota Etios,Toyota Etios 1.5 Xls,2013,Quilmes - Bs.As. G.B.A. Sur,98200.0,10063.38028169014
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2018,Avellaneda - Bs.As. G.B.A. Sur,90000.0,11901.408450704226
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2018,La Plata - Bs.As. G.B.A. Sur,65500.0,14084.507042253521
Toyota Etios,Toyota Etios 1.5 Sedan X,2021,Lomas De Zamora - Bs.As. G.B.A. Sur,70000.0,13732.394366197183
Toyota Etios,Toyota Etios 1.5 Xls,2017,Capital Federal - Capital Federal,75000.0,12535.211267605633
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2019,Capital Federal - Capital Federal,97000.0,15492.957746478873
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2014,Capital Federal - Capital Federal,210000.0,6760.56338028169
Toyota Etios,Toyota Etios 1.5 Sedan Xs,2015,San Isidro - Bs.As. G.B.A. Norte,115000.0,10352.112676056338
Toyota Etios,Toyota Etios 1.5 Xs My19,2018,Pilar - Bs.As. G.B.A. Norte,130000.0,11800.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls My19,2018,Capital Federal - Capital Federal,110000.0,12676.05633802817
Toyota Etios,Toyota Etios 1.5 Xls At,2021,Luján - Buenos Aires Interior,70000.0,18900.0
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2021,Vicente López - Bs.As. G.B.A. Norte,50000.0,15000.0
Toyota Etios,Toyota Etios 1.5 Xls,2022,La Plata - Bs.As. G.B.A. Sur,48000.0,17598.591549295776
Toyota Etios,Toyota Etios 1.5 Xls At,2016,San Isidro - Bs.As. G.B.A. Norte,115000.0,12323.94366197183
Toyota Etios,Toyota Etios 1.5 Xls,2017,Tigre - Bs.As. G.B.A. Norte,78000.0,14753.521126760563
Toyota Etios,Toyota Etios 1.5 Xls At,2019,Capital Federal - Capital Federal,75000.0,15500.0
Toyota Etios,Toyota Etios 1.5 Platinum At,2017,Morón - Bs.As. G.B.A. Oeste,80000.0,14999.0
Toyota Etios,Toyota Etios 1.5 Xs,2016,Capital Federal - Capital Federal,100000.0,9859.154929577464
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Capital Federal - Capital Federal,72000.0,15999.0
Toyota Etios,Toyota Etios 1.5 Xls,2017,Morón - Bs.As. G.B.A. Oeste,101000.0,13380.281690140846
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Capital Federal - Capital Federal,165000.0,13028.169014084508
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Capital Federal - Capital Federal,165000.0,13028.169014084508
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Lanús - Bs.As. G.B.A. Sur,65000.0,13373.239436619719
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Hurlingham - Bs.As. G.B.A. Oeste,135000.0,13028.169014084508
Toyota Etios,Toyota Etios Xls 5p,2018,Capital Federal - Capital Federal,80000.0,13732.394366197183
Toyota Etios,Toyota Etios 1.5 Xls,2017,Morón - Bs.As. G.B.A. Oeste,94000.0,11197.18309859155
Toyota Etios,Toyota Etios 1.5 Platinum 4 P Automática,2017,Brandsen - Buenos Aires Interior,117000.0,12535.211267605633
Toyota Etios,Toyota Etios 1.5 Xs,2015,Malvinas Argentinas - Bs.As. G.B.A. Norte,139298.0,7387.3239436619715
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2023,Moreno - Bs.As. G.B.A. Oeste,0.0,24000.0
Toyota Etios,Toyota Etios Xls Pack 1.5 4a/t,2022,Escobar - Bs.As. G.B.A. Norte,100000.0,16700.0
Toyota Etios,Toyota Etios 1.5 Xls At,2021,Vicente López - Bs.As. G.B.A. Norte,38000.0,18500.0
Toyota Etios,Toyota Etios 1.5 Platinum 4 P Automática 5 Marchas,2017,Capital Federal - Capital Federal,76000.0,15000.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2015,Capital Federal - Capital Federal,109000.0,9788.732394366198
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2019,General San Martín - Bs.As. G.B.A. Norte,88000.0,11800.0
Toyota Etios,Toyota Etios 1.5 Xls At,2017,Ezeiza - Bs.As. G.B.A. Sur,86000.0,15500.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2020,Avellaneda - Bs.As. G.B.A. Sur,84300.0,15200.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2017,Capital Federal - Capital Federal,78000.0,12676.05633802817
Toyota Etios,Toyota Etios 1.5 Platinum At,2022,La Matanza - Bs.As. G.B.A. Oeste,42000.0,19500.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2014,Quilmes - Bs.As. G.B.A. Sur,95000.0,10000.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2016,La Matanza - Bs.As. G.B.A. Oeste,97000.0,11619.718309859154
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2016,Tigre - Bs.As. G.B.A. Norte,162000.0,11500.0
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2023,Escobar - Bs.As. G.B.A. Norte,44321.0,16901.408450704224
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2023,Capital Federal - Capital Federal,23000.0,17500.0
Toyota Etios,Toyota Etios 1.5 Xs My19,2018,Hurlingham - Bs.As. G.B.A. Oeste,94000.0,12500.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2017,General San Martín - Bs.As. G.B.A. Norte,75000.0,13739.43661971831
Toyota Etios,Toyota Etios 1.5 Xls At,2018,Pilar - Bs.As. G.B.A. Norte,80317.0,16000.0
Toyota Etios,Toyota Etios 1.5 Xls,2017,Hurlingham - Bs.As. G.B.A. Oeste,128800.0,12183.098591549297
Toyota Etios,Toyota Etios 1.5 Sedan Xs,2017,Capital Federal - Capital Federal,181000.0,9788.732394366198
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2016,Cañuelas - Buenos Aires Interior,118000.0,11619.717605633803
Toyota Etios,Toyota Etios Aibo,2022,Capital Federal - Capital Federal,23000.0,13239.43661971831
Toyota Etios,Toyota Etios 1.5 Sedan X,2022,Capital Federal - Capital Federal,82000.0,13943.661971830987
Toyota Etios,Toyota Etios 1.5 Xls,2017,Castelar - Bs.As. G.B.A. Oeste,101000.0,13380.281690140846
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2015,Tigre - Bs.As. G.B.A. Norte,83000.0,10500.0
Toyota Etios,Toyota Etios 1.5 Xls,2022,Lanús - Bs.As. G.B.A. Sur,77000.0,17598.591549295776
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2020,Ezeiza - Bs.As. G.B.A. Sur,56000.0,16900.0
Toyota Etios,Toyota Etios 1.5 Xls At,2018,General Rodríguez - Bs.As. G.B.A. Oeste,80000.0,16000.0
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2018,Capital Federal - Capital Federal,73210.0,14500.0
Toyota Etios,Toyota Etios 1.5 Sedan X,2022,Pilar - Bs.As. G.B.A. Norte,66630.0,14788.732394366198
Toyota Etios,Toyota Etios 1.5 Xls,2017,Capital Federal - Capital Federal,115000.0,11900.0
Toyota Etios,Toyota Etios 1.5 Xls At,2021,Ituzaingó - Bs.As. G.B.A. Oeste,67000.0,19500.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2018,Capital Federal - Capital Federal,173000.0,10915.492957746479
Toyota Etios,Toyota Etios 1.5 Xls At,2017,Ituzaingó - Bs.As. G.B.A. Oeste,85000.0,14000.0
Toyota Etios,Toyota Etios 1.5 Xls At,2017,Ituzaingó - Bs.As. G.B.A. Oeste,85000.0,14000.0
Toyota Etios,Toyota Etios 1.5 Xls,2015,Moreno - Bs.As. G.B.A. Oeste,138000.0,11900.0
Toyota Etios,Toyota Etios 1.5 Xls At,2022,Vicente López - Bs.As. G.B.A. Norte,77300.0,19490.0
Toyota Etios,Toyota Etios 1.5 Xls At,2022,La Matanza - Bs.As. G.B.A. Oeste,59000.0,18800.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2021,Capital Federal - Capital Federal,70000.0,15000.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2021,Capital Federal - Capital Federal,62000.0,18500.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2014,Capital Federal - Capital Federal,55000.0,13000.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2018,Pilar - Bs.As. G.B.A. Norte,190000.0,11300.0
Toyota Etios,Toyota Etios 1.5 Sedan Xs,2016,San Isidro - Bs.As. G.B.A. Norte,197000.0,9154.929577464789
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2023,Avellaneda - Bs.As. G.B.A. Sur,74000.0,15845.070422535211
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2018,Capital Federal - Capital Federal,102000.0,12100.0
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2018,Moreno - Bs.As. G.B.A. Oeste,118000.0,14000.0
Toyota Etios,Toyota Etios 1.5 Xs 5 P,2015,Escobar - Bs.As. G.B.A. Norte,120000.0,9859.154929577464
Toyota Etios,Toyota Etios 1.5 Sedan Xs,2014,Vicente López - Bs.As. G.B.A. Norte,198000.0,6830.985915492958
Toyota Etios,Toyota Etios 1.5 Sedan Xls My19,2019,Hurlingham - Bs.As. G.B.A. Oeste,65000.0,15845.070422535211
Toyota Etios,Toyota Etios 1.5 Sedan Xls At,2016,Avellaneda - Bs.As. G.B.A. Sur,117000.0,11971.830985915492
Toyota Etios,Toyota Etios 1.5 Xs,2017,Escobar - Bs.As. G.B.A. Norte,101500.0,14295.774647887323
Toyota Etios,Toyota Etios 1.5 Xls At,2017,Almirante Brown - Bs.As. G.B.A. Sur,160000.0,13028.169014084508
Toyota Etios,Toyota Etios 1.5 Xls At,2017,Almirante Brown - Bs.As. G.B.A. Sur,54000.0,14084.507042253521
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2014,Capital Federal - Capital Federal,209000.0,8490.0
Toyota Etios,Toyota Etios 1.5 Sedan Xs,2016,Capital Federal - Capital Federal,97000.0,10915.492957746479
Toyota Etios,Toyota Etios Xls 1.5 6m/t,2018,La Matanza - Bs.As. G.B.A. Oeste,185700.0,12500.0
Toyota Etios,Toyota Etios 1.5 Xls At,2022,San Isidro - Bs.As. G.B.A. Norte,20000.0,20000.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2015,Moreno - Bs.As. G.B.A. Oeste,140000.0,11197.18309859155
Toyota Etios,Toyota Etios 1.5 Xls Pack 6m/t,2023,Pilar - Bs.As. G.B.A. Norte,47554.0,19014.084507042255
Toyota Etios,Toyota Etios Xls 1.5 4a/t 2017,2017,Pilar - Bs.As. G.B.A. Norte,172370.0,13028.169014084508
Toyota Etios,Toyota Etios 1.5 Xls 6m/t,2017,Monte - Buenos Aires Interior,164000.0,12999.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2018,Capital Federal - Capital Federal,65000.0,12535.211267605633
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2019,Avellaneda - Bs.As. G.B.A. Sur,116000.0,11971.830985915492
Toyota Etios,Toyota Etios 1.5 X 6mt My19,2019,General Rodríguez - Bs.As. G.B.A. Oeste,99700.0,12464.788732394367
Toyota Etios,Toyota Etios 1.5 Xls,2014,Hurlingham - Bs.As. G.B.A. Oeste,140000.0,9852.112676056338
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2017,Mercedes - Buenos Aires Interior,84800.0,13732.394366197183
Toyota Etios,Toyota Etios 1.5 Platinum At,2017,Capital Federal - Capital Federal,76000.0,15800.0
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2021,Moreno - Bs.As. G.B.A. Oeste,76000.0,13309.859154929578
Toyota Etios,Toyota Etios 1.5 Xls,2018,Capital Federal - Capital Federal,38209.0,13697.18309859155
Toyota Etios,Toyota Etios 1.5 Sedan Xls,2016,Lomas De Zamora - Bs.As. G.B.A. Sur,125000.0,10915.492957746479
Toyota Etios,Toyota Etios 1.5 Xls,2015,La Plata - Bs.As. G.B.A. Sur,91000.0,12600.0
Toyota Etios,Toyota Etios 1.5 Xls At,2023,San Isidro - Bs.As. G.B.A. Norte,60000.0,19400.0
